trackid,uid,rating
SOLDRTU12AB01838B9,2590,10
SOZCURA12AF72A17B1,191,7
SOZCURA12AF72A17B1,841,9
SOZCURA12AF72A17B1,1235,10
SOPFWNZ12A8C13B9C6,1116,8
SOPFWNZ12A8C13B9C6,2590,9
SOPFWNZ12A8C13B9C6,4525,8
SOWKINI12A8C135E39,1846,9
SOWKINI12A8C135E39,3770,9
SOWKINI12A8C135E39,5400,7
SOELUMB12AB01819CE,1632,8
SOELUMB12AB01819CE,1908,10
SOELUMB12AB01819CE,2511,6
SOXYGNC12A67021C29,1786,10
SOXYGNC12A67021C29,5005,8
SOXYGNC12A67021C29,6117,9
SOYNMIH12AB0181C0A,1297,10
SOYNMIH12AB0181C0A,3792,10
SOYNMIH12AB0181C0A,3987,10
SOIDTWY12AB018CDB4,381,6
SOIDTWY12AB018CDB4,2011,8
SOIDTWY12AB018CDB4,4837,8
SOUOHOA12A6D4FBCE0,2896,6
SOUOHOA12A6D4FBCE0,4431,10
SOUOHOA12A6D4FBCE0,7262,6
SOCSLWU12A58A7E43A,1630,7
SOCSLWU12A58A7E43A,4449,10
SOCSLWU12A58A7E43A,4542,7
SODDPYN12A8C132735,2642,7
SODDPYN12A8C132735,2668,7
SODDPYN12A8C132735,4916,10
SOJKDEC12A8C131E8B,1273,6
SOJKDEC12A8C131E8B,2915,10
SOJKDEC12A8C131E8B,4118,9
SOKBBXV12AB0186B8A,1384,7
SOKBBXV12AB0186B8A,2107,6
SOKBBXV12AB0186B8A,4901,9
SOINDRZ12A6701DAF6,2276,8
SOINDRZ12A6701DAF6,2658,9
SOINDRZ12A6701DAF6,3329,8
SOUVVUV12A8AE48414,3130,7
SOUVVUV12A8AE48414,6162,7
SOUVVUV12A8AE48414,8081,10
SODKRQH12A6D227229,454,10
SODKRQH12A6D227229,961,8
SODKRQH12A6D227229,2024,10
SOZIAOG12A6D223AA3,401,9
SOZIAOG12A6D223AA3,3261,6
SOZIAOG12A6D223AA3,6081,8
SOCCIRN12AB018A7FE,2858,7
SOCCIRN12AB018A7FE,6097,9
SOCCIRN12AB018A7FE,8536,6
SOEYFCZ12AB017D780,2539,10
SOEYFCZ12AB017D780,4983,9
SOEYFCZ12AB017D780,5628,6
SONYUSG12AB018AA7C,1360,10
SONYUSG12AB018AA7C,3722,8
SONYUSG12AB018AA7C,5014,8
SOXRGPQ12A8AE459AE,1257,9
SOXRGPQ12A8AE459AE,3670,8
SOXRGPQ12A8AE459AE,6762,9
SOOJHOT12A8C137024,1595,9
SOOJHOT12A8C137024,2440,9
SOOJHOT12A8C137024,3960,9
SOIGXES12AB018B150,2650,9
SOIGXES12AB018B150,5727,9
SOIGXES12AB018B150,6050,8
SOLMLUW12AB017D7E0,438,7
SOLMLUW12AB017D7E0,1058,8
SOLMLUW12AB017D7E0,2539,9
SOCDAIR12A8C131F89,1194,8
SOCDAIR12A8C131F89,3638,9
SOCDAIR12A8C131F89,4432,9
SOVLLLU12AB0185D84,214,6
SOVLLLU12AB0185D84,3183,6
SOVLLLU12AB0185D84,3870,10
SOUUOSZ12A8C14378D,660,6
SOUUOSZ12A8C14378D,1520,6
SOUUOSZ12A8C14378D,2346,8
SOZYMNW12AB0186BD9,1058,9
SOZYMNW12AB0186BD9,3171,8
SOZYMNW12AB0186BD9,5319,7
SOPMZIK12AB017DEFE,1865,6
SOPMZIK12AB017DEFE,4994,6
SOPMZIK12AB017DEFE,6159,10
SOCHRGA12AB017D5CE,2961,8
SOCHRGA12AB017D5CE,3895,9
SOCHRGA12AB017D5CE,6939,8
SOKFNSG12A8C1379EA,2606,9
SOKFNSG12A8C1379EA,5325,8
SOKFNSG12A8C1379EA,6921,9
SOEGWUQ12A5891CC6F,3285,8
SOEGWUQ12A5891CC6F,5711,8
SOEGWUQ12A5891CC6F,6225,7
SOQXUNA12A6D4F9AFB,408,9
SOQXUNA12A6D4F9AFB,3237,6
SOQXUNA12A6D4F9AFB,3775,10
SODNJFJ12AB0185841,2249,9
SODNJFJ12AB0185841,3167,10
SODNJFJ12AB0185841,5136,7
SOLQAPL12AAF3B3010,3075,8
SOLQAPL12AAF3B3010,5049,8
SOLQAPL12AAF3B3010,5759,10
SOVUPWB12A6701F623,617,6
SOVUPWB12A6701F623,932,10
SOVUPWB12A6701F623,1246,8
SOAUGJA12AB01869AF,1977,7
SOAUGJA12AB01869AF,2403,7
SOAUGJA12AB01869AF,2850,7
SOJQTNZ12AB018115B,1844,7
SOJQTNZ12AB018115B,4790,9
SOJQTNZ12AB018115B,4810,6
SOIVGSZ12AB017F898,665,7
SOIVGSZ12AB017F898,3605,7
SOIVGSZ12AB017F898,5750,8
SOGSPRZ12AB0182944,2896,8
SOGSPRZ12AB0182944,6079,7
SOGSPRZ12AB0182944,7120,9
SOEBMOR12AB018E580,2403,10
SOEBMOR12AB018E580,4964,8
SOEBMOR12AB018E580,5167,6
SOSUVKW12A6D4F58BE,694,10
SOSUVKW12A6D4F58BE,2570,7
SOSUVKW12A6D4F58BE,5819,6
SOGWZBN12A6D4F6AB2,1129,9
SOGWZBN12A6D4F6AB2,1660,8
SOGWZBN12A6D4F6AB2,4207,9
SOGSBJL12A8C14477B,842,6
SOGSBJL12A8C14477B,3194,10
SOGSBJL12A8C14477B,5490,6
SOCCRRM12AB018E15B,420,9
SOCCRRM12AB018E15B,1831,7
SOCCRRM12AB018E15B,4294,10
SOLKIQV12AC3DF5531,205,9
SOLKIQV12AC3DF5531,3363,8
SOLKIQV12AC3DF5531,5683,6
SOKEOPP12AB017F799,1034,9
SOKEOPP12AB017F799,4064,8
SOKEOPP12AB017F799,4929,8
SOZYUKG12A6D4FB64F,2806,8
SOZYUKG12A6D4FB64F,2914,7
SOZYUKG12A6D4FB64F,3757,8
SOINLVO12A67020D31,188,7
SOINLVO12A67020D31,1992,8
SOINLVO12A67020D31,2335,8
SOPXKFG12A58A78D97,2934,10
SOPXKFG12A58A78D97,5807,6
SOPXKFG12A58A78D97,6384,6
SOWJACU12AB018648C,1077,6
SOWJACU12AB018648C,3156,6
SOWJACU12AB018648C,3744,8
SOWDYUR12A8AE481CB,2178,8
SOWDYUR12A8AE481CB,2817,9
SOWDYUR12A8AE481CB,6044,10
SOUIAWC12AB018810E,2205,8
SOUIAWC12AB018810E,3929,6
SOUIAWC12AB018810E,6329,6
SOBGEIG12A6D4F6635,3108,7
SOBGEIG12A6D4F6635,3378,7
SOBGEIG12A6D4F6635,5359,10
SOIXCFZ12A8AE462F5,1835,8
SOIXCFZ12A8AE462F5,2429,6
SOIXCFZ12A8AE462F5,4834,7
SOIMQSC12A8C1344C4,3018,6
SOIMQSC12A8C1344C4,4903,6
SOIMQSC12A8C1344C4,5482,6
SOBEQOL12A8C140489,48,7
SOBEQOL12A8C140489,1098,9
SOBEQOL12A8C140489,1453,7
SODFEAT12A8C139306,802,7
SODFEAT12A8C139306,3109,10
SODFEAT12A8C139306,4763,10
SOPDNNC12AB018A801,2842,7
SOPDNNC12AB018A801,3299,6
SOPDNNC12AB018A801,6106,9
SOMLDOS12AB0181FBD,1151,6
SOMLDOS12AB0181FBD,4258,6
SOMLDOS12AB0181FBD,5458,10
SOZPXLH12A58A7A054,1832,6
SOZPXLH12A58A7A054,4496,6
SOZPXLH12A58A7A054,6890,6
SOOCUMC12A81C22FEA,1098,7
SOOCUMC12A81C22FEA,2826,7
SOOCUMC12A81C22FEA,3737,9
SOVFRDB12AB017FF3A,754,9
SOVFRDB12AB017FF3A,2387,9
SOVFRDB12AB017FF3A,5132,6
SOJYPYH12A8C13D69F,1529,9
SOJYPYH12A8C13D69F,2614,6
SOJYPYH12A8C13D69F,4339,6
SOHRPJS12AB0180A12,2426,7
SOHRPJS12AB0180A12,3704,10
SOHRPJS12AB0180A12,5226,6
SOEDOYM12AB0189A92,1758,10
SOEDOYM12AB0189A92,4085,7
SOEDOYM12AB0189A92,4211,9
SOYBNLW12A6D4FC930,31,9
SOYBNLW12A6D4FC930,298,9
SOYBNLW12A6D4FC930,1245,9
SOIVSQZ12A6D4F68BF,778,8
SOIVSQZ12A6D4F68BF,3476,6
SOIVSQZ12A6D4F68BF,6535,9
SOLABTF12A8C13A149,747,7
SOLABTF12A8C13A149,1710,10
SOLABTF12A8C13A149,1793,9
SOUFVZJ12A6D4FA4FE,226,10
SOUFVZJ12A6D4FA4FE,2554,9
SOUFVZJ12A6D4FA4FE,4519,10
SOKSRWI12A8C146997,6,8
SOKSRWI12A8C146997,3110,7
SOKSRWI12A8C146997,6311,7
SOCXRMP12AB018578E,10,6
SOCXRMP12AB018578E,1801,9
SOCXRMP12AB018578E,4770,9
SOSMWDQ12A6701E981,2762,7
SOSMWDQ12A6701E981,3716,7
SOSMWDQ12A6701E981,4817,8
SOIGESI12AB0184722,1476,8
SOIGESI12AB0184722,4659,9
SOIGESI12AB0184722,6391,10
SOIKYFC12A6D4F9864,1425,10
SOIKYFC12A6D4F9864,3530,7
SOIKYFC12A6D4F9864,3816,10
SOEQJUL12A6701D4CE,935,9
SOEQJUL12A6701D4CE,1628,7
SOEQJUL12A6701D4CE,2371,9
SOGQJCQ12AB0188A27,1548,8
SOGQJCQ12AB0188A27,3565,10
SOGQJCQ12AB0188A27,5331,8
SOKXUNU12A8C131CD6,3212,9
SOKXUNU12A8C131CD6,3543,9
SOKXUNU12A8C131CD6,3770,7
SORWKHR12A8C141015,100,8
SORWKHR12A8C141015,1584,6
SORWKHR12A8C141015,4388,6
SOKDRIH12AB0182247,2487,10
SOKDRIH12AB0182247,3369,9
SOKDRIH12AB0182247,5671,7
SOODZJJ12A8C142894,2182,7
SOODZJJ12A8C142894,2735,10
SOODZJJ12A8C142894,5550,10
SOTWIIY12A6D4F8837,702,7
SOTWIIY12A6D4F8837,3296,8
SOTWIIY12A6D4F8837,3779,6
SOGWCWD12AB017FC95,1114,6
SOGWCWD12AB017FC95,2199,8
SOGWCWD12AB017FC95,4814,8
SOAPAIN12A8C142D08,986,9
SOAPAIN12A8C142D08,3486,8
SOAPAIN12A8C142D08,3588,7
SOQIGAT12AB017AD52,700,10
SOQIGAT12AB017AD52,3901,10
SOQIGAT12AB017AD52,5302,7
SORTOKQ12AF72A545B,3227,10
SORTOKQ12AF72A545B,4894,8
SORTOKQ12AF72A545B,5086,10
SOJORVL12A8C143582,913,10
SOJORVL12A8C143582,3355,9
SOJORVL12A8C143582,5592,8
SOZPSZK12AB0187881,2344,10
SOZPSZK12AB0187881,3996,9
SOZPSZK12AB0187881,6432,6
SODORVB12AB0181F05,1570,8
SODORVB12AB0181F05,2191,6
SODORVB12AB0181F05,4272,7
SONFXQX12AB01872A4,257,6
SONFXQX12AB01872A4,2024,9
SONFXQX12AB01872A4,3548,10
SOKANHN12AB01841D0,513,7
SOKANHN12AB01841D0,1793,6
SOKANHN12AB01841D0,2638,8
SOVIJEZ12A58A7F35C,2372,9
SOVIJEZ12A58A7F35C,2726,6
SOVIJEZ12A58A7F35C,3034,10
SOBNEYA12AB01865D5,3056,7
SOBNEYA12AB01865D5,5831,8
SOBNEYA12AB01865D5,7944,6
SOWRIBC12AAF3B2725,283,8
SOWRIBC12AAF3B2725,999,9
SOWRIBC12AAF3B2725,3341,6
SOPFURM12A67020D2A,2311,7
SOPFURM12A67020D2A,3012,9
SOPFURM12A67020D2A,4171,9
SOJOIZR12A8C13E554,530,9
SOJOIZR12A8C13E554,2186,9
SOJOIZR12A8C13E554,2685,10
SOFSDJY12AAF3B4381,1663,10
SOFSDJY12AAF3B4381,4463,10
SOFSDJY12AAF3B4381,6449,7
SOOWUYK12AB017C5E3,1009,7
SOOWUYK12AB017C5E3,2343,6
SOOWUYK12AB017C5E3,2898,9
SOXKMLO12AB017FFDB,1118,7
SOXKMLO12AB017FFDB,1840,8
SOXKMLO12AB017FFDB,2332,10
SOSEDLD12A8C13E168,1627,7
SOSEDLD12A8C13E168,2090,6
SOSEDLD12A8C13E168,2442,8
SOAVWUZ12A8C142B45,2185,8
SOAVWUZ12A8C142B45,2202,9
SOAVWUZ12A8C142B45,3901,9
SOWYVJI12AAF3B4873,1603,8
SOWYVJI12AAF3B4873,3101,8
SOWYVJI12AAF3B4873,6191,8
SOTBVZW12A8C1360F0,857,7
SOTBVZW12A8C1360F0,4121,10
SOTBVZW12A8C1360F0,4306,10
SOWCQMT12A6D4FC2BD,795,6
SOWCQMT12A6D4FC2BD,1769,9
SOWCQMT12A6D4FC2BD,4400,10
SOFLKLL12AC468B353,1923,7
SOFLKLL12AC468B353,3698,10
SOFLKLL12AC468B353,5425,6
SOGQMIF12A8C13C401,1964,10
SOGQMIF12A8C13C401,4392,7
SOGQMIF12A8C13C401,5272,9
SOWSZIC12AB0186D86,1463,6
SOWSZIC12AB0186D86,2919,6
SOWSZIC12AB0186D86,3441,7
SOLGING12AB0182723,1805,10
SOLGING12AB0182723,4192,8
SOLGING12AB0182723,6846,8
SOJGOAY12A58A79479,400,8
SOJGOAY12A58A79479,2565,8
SOJGOAY12A58A79479,4877,9
SOQRHIO12AC4689255,2488,10
SOQRHIO12AC4689255,4199,6
SOQRHIO12AC4689255,6274,8
SOOJKNX12A8C132425,359,10
SOOJKNX12A8C132425,2681,9
SOOJKNX12A8C132425,4125,7
SOZGOKA12A6D4FC7B7,1008,8
SOZGOKA12A6D4FC7B7,2465,9
SOZGOKA12A6D4FC7B7,5711,10
SOKWVAH12A8C1332B0,1263,7
SOKWVAH12A8C1332B0,1377,9
SOKWVAH12A8C1332B0,4348,9
SOAATRN12A6310E897,2247,6
SOAATRN12A6310E897,4589,10
SOAATRN12A6310E897,7855,8
SORTNEK12A58A7932C,2527,6
SORTNEK12A58A7932C,2700,9
SORTNEK12A58A7932C,5388,7
SOSIMGO12A6D4FB491,263,6
SOSIMGO12A6D4FB491,2591,8
SOSIMGO12A6D4FB491,4028,7
SODMNRZ12A8C140C7A,82,9
SODMNRZ12A8C140C7A,3369,9
SODMNRZ12A8C140C7A,3834,9
SOWDTGB12A6D4FB2AD,1732,6
SOWDTGB12A6D4FB2AD,3668,9
SOWDTGB12A6D4FB2AD,4070,7
SOEQBUC12AB0181D21,627,6
SOEQBUC12AB0181D21,686,6
SOEQBUC12AB0181D21,3584,6
SOTDNJJ12AAF3B3748,243,10
SOTDNJJ12AAF3B3748,3182,6
SOTDNJJ12AAF3B3748,4321,7
SOTOXLZ12A8C1436B7,1708,9
SOTOXLZ12A8C1436B7,2853,8
SOTOXLZ12A8C1436B7,3423,7
SOXKDRR12AB0181712,1809,8
SOXKDRR12AB0181712,1920,9
SOXKDRR12AB0181712,4616,8
SODOXQL12AB01843D3,3266,9
SODOXQL12AB01843D3,4324,7
SODOXQL12AB01843D3,6206,7
SODJAUI12AB0188C5E,2395,9
SODJAUI12AB0188C5E,4256,10
SODJAUI12AB0188C5E,6817,8
SOYMYOU12AB01883E3,1274,10
SOYMYOU12AB01883E3,2522,9
SOYMYOU12AB01883E3,3668,9
SOOTDLW12AB017DBF3,554,7
SOOTDLW12AB017DBF3,1381,10
SOOTDLW12AB017DBF3,3143,6
SODWFBM12A6D4FAF53,3234,7
SODWFBM12A6D4FAF53,4492,8
SODWFBM12A6D4FAF53,5935,8
SOCKIPC12A8C13F0C0,2472,9
SOCKIPC12A8C13F0C0,3602,10
SOCKIPC12A8C13F0C0,3947,9
SOCWCPZ12AB018476F,3212,8
SOCWCPZ12AB018476F,5594,7
SOCWCPZ12AB018476F,7734,6
SOYFSUL12AB0183110,977,8
SOYFSUL12AB0183110,1298,6
SOYFSUL12AB0183110,4461,7
SOGCJUJ12A8C13D4FE,2995,6
SOGCJUJ12A8C13D4FE,5703,8
SOGCJUJ12A8C13D4FE,7905,6
SOEJRAP12A8C13D8FA,633,10
SOEJRAP12A8C13D8FA,3344,9
SOEJRAP12A8C13D8FA,6669,10
SOOCFSM12AB018519F,650,6
SOOCFSM12AB018519F,3546,9
SOOCFSM12AB018519F,5882,6
SONQVMO12A8C134FC7,1663,7
SONQVMO12A8C134FC7,3234,9
SONQVMO12A8C134FC7,5559,10
SODOZXX12A8C137BCE,1457,8
SODOZXX12A8C137BCE,1494,6
SODOZXX12A8C137BCE,3804,6
SOOPNJS12AB0181570,1284,7
SOOPNJS12AB0181570,1750,10
SOOPNJS12AB0181570,4458,10
SOQFKBW12A58A7B9EE,633,6
SOQFKBW12A58A7B9EE,735,7
SOQFKBW12A58A7B9EE,2656,9
SOWCQMB12A8C141825,1800,6
SOWCQMB12A8C141825,4522,10
SOWCQMB12A8C141825,5040,8
SOPKUDA12AB018570C,1541,7
SOPKUDA12AB018570C,4440,10
SOPKUDA12AB018570C,7255,7
SOYPREH12A6D4F6EF4,2805,9
SOYPREH12A6D4F6EF4,3574,6
SOYPREH12A6D4F6EF4,3901,8
SOESDIQ12AB018ADA5,3285,10
SOESDIQ12AB018ADA5,6440,6
SOESDIQ12AB018ADA5,8639,6
SOOUUQC12AF72A56E3,3268,9
SOOUUQC12AF72A56E3,5871,9
SOOUUQC12AF72A56E3,6495,10
SOUXSFR12AB018D1A4,334,8
SOUXSFR12AB018D1A4,512,9
SOUXSFR12AB018D1A4,3744,10
SOQCDQE12A6D4F7682,2840,7
SOQCDQE12A6D4F7682,3780,8
SOQCDQE12A6D4F7682,5520,9
SOYRUNW12AB01856B8,1974,9
SOYRUNW12AB01856B8,4971,9
SOYRUNW12AB01856B8,7110,7
SONUXHH12A8C141737,1230,10
SONUXHH12A8C141737,1983,6
SONUXHH12A8C141737,3228,6
SOEHJSW12A8C135F66,2467,8
SOEHJSW12A8C135F66,4018,9
SOEHJSW12A8C135F66,5359,7
SOYWHAB12AB0181E73,2323,10
SOYWHAB12AB0181E73,3750,10
SOYWHAB12AB0181E73,6082,9
SOZIMLB12AF72AD1CD,2842,8
SOZIMLB12AF72AD1CD,3899,6
SOZIMLB12AF72AD1CD,4777,10
SOYSHBO12AB018CA41,90,10
SOYSHBO12AB018CA41,1758,8
SOYSHBO12AB018CA41,3800,7
SOLOZFC12AB0180428,2608,7
SOLOZFC12AB0180428,3606,9
SOLOZFC12AB0180428,4877,8
SOBRBOP12AB018ABA1,1487,10
SOBRBOP12AB018ABA1,2478,6
SOBRBOP12AB018ABA1,3265,9
SOBNSFW12A67020E2E,501,8
SOBNSFW12A67020E2E,3403,9
SOBNSFW12A67020E2E,3517,6
SONIOEX12AB017D541,1895,9
SONIOEX12AB017D541,4793,10
SONIOEX12AB017D541,4895,7
SOARKRH12AB0188703,389,8
SOARKRH12AB0188703,801,7
SOARKRH12AB0188703,3379,8
SOXWGVW12A8C134AD8,1971,10
SOXWGVW12A8C134AD8,3042,9
SOXWGVW12A8C134AD8,5225,9
SOYTMRC12A6D4F5B58,2464,9
SOYTMRC12A6D4F5B58,4773,10
SOYTMRC12A6D4F5B58,5219,9
SOBDXNG12A8C139A47,2953,8
SOBDXNG12A8C139A47,5816,10
SOBDXNG12A8C139A47,6415,9
SOCCQAW12A6701DB28,1406,8
SOCCQAW12A6701DB28,2207,6
SOCCQAW12A6701DB28,2872,6
SORQBLL12AB0184523,3333,8
SORQBLL12AB0184523,3589,7
SORQBLL12AB0184523,5887,6
SODCRFM12AB0187CB9,2038,10
SODCRFM12AB0187CB9,3138,9
SODCRFM12AB0187CB9,5915,10
SOYLZHL12AC468A32E,1819,7
SOYLZHL12AC468A32E,4045,6
SOYLZHL12AC468A32E,6851,7
SOETTKO12A8C138FE1,3153,9
SOETTKO12A8C138FE1,3393,7
SOETTKO12A8C138FE1,4998,9
SOPKDKM12A8C135765,3135,6
SOPKDKM12A8C135765,4370,7
SOPKDKM12A8C135765,7526,6
SONSEVZ12A6D4FAB2E,598,9
SONSEVZ12A6D4FAB2E,3158,10
SONSEVZ12A6D4FAB2E,5917,7
SOKECVO12A6D4F9F14,2411,6
SOKECVO12A6D4F9F14,3760,10
SOKECVO12A6D4F9F14,5281,10
SODOOHJ12A6D4F4A74,337,10
SODOOHJ12A6D4F4A74,409,6
SODOOHJ12A6D4F4A74,2056,6
SOUHKHB12A8C138A58,3316,10
SOUHKHB12A8C138A58,6192,7
SOUHKHB12A8C138A58,8970,6
SOBJIKU12A8C13ECD6,1846,9
SOBJIKU12A8C13ECD6,4856,7
SOBJIKU12A8C13ECD6,7801,10
SOPBDZT12AB017AA98,885,10
SOPBDZT12AB017AA98,2817,10
SOPBDZT12AB017AA98,3021,7
SOSYPCS12A8C136D12,309,6
SOSYPCS12A8C136D12,428,7
SOSYPCS12A8C136D12,1022,9
SOKLRFB12A8C141932,1605,9
SOKLRFB12A8C141932,3301,7
SOKLRFB12A8C141932,3907,7
SOMTZGM12AB0187CA0,560,7
SOMTZGM12AB0187CA0,1135,10
SOMTZGM12AB0187CA0,3949,6
SOXJOMM12A6D4F8673,1070,9
SOXJOMM12A6D4F8673,1965,8
SOXJOMM12A6D4F8673,3725,10
SOJGTKX12AB0188C94,1417,6
SOJGTKX12AB0188C94,2390,10
SOJGTKX12AB0188C94,4357,7
SOSQCCK12AB0186B7C,2048,7
SOSQCCK12AB0186B7C,4195,8
SOSQCCK12AB0186B7C,6464,6
SOQXTRG12A6D4F898E,2296,10
SOQXTRG12A6D4F898E,3972,8
SOQXTRG12A6D4F898E,4134,10
SOWYXJC12A8C13B81E,1678,10
SOWYXJC12A8C13B81E,3858,7
SOWYXJC12A8C13B81E,4316,10
SOYKTQM12AC468D0F9,2700,7
SOYKTQM12AC468D0F9,5478,10
SOYKTQM12AC468D0F9,7496,7
SORPSAN12A8C1361CE,2496,6
SORPSAN12A8C1361CE,4829,10
SORPSAN12A8C1361CE,6732,6
SOKVDQW12A6D4F8C62,919,8
SOKVDQW12A6D4F8C62,1807,6
SOKVDQW12A6D4F8C62,2329,7
SOOBNCY12AB0182457,888,9
SOOBNCY12AB0182457,1689,7
SOOBNCY12AB0182457,3859,6
SOCPSBZ12A6D4F43ED,2679,7
SOCPSBZ12A6D4F43ED,3599,6
SOCPSBZ12A6D4F43ED,5562,10
SOHASWL12AB018352B,2632,8
SOHASWL12AB018352B,3105,7
SOHASWL12AB018352B,6426,10
SORJVDO12AF72A1970,1097,8
SORJVDO12AF72A1970,3126,6
SORJVDO12AF72A1970,3378,8
SORXJPI12A8C13342A,1779,7
SORXJPI12A8C13342A,4418,6
SORXJPI12A8C13342A,6658,8
SOEKNBA12A6D4FD71E,1867,10
SOEKNBA12A6D4FD71E,2146,9
SOEKNBA12A6D4FD71E,5182,7
SODGEOZ12A6D4FD9F3,1606,9
SODGEOZ12A6D4FD9F3,3222,7
SODGEOZ12A6D4FD9F3,4036,7
SOGYDBB12A6D4F7D81,2290,7
SOGYDBB12A6D4F7D81,4383,6
SOGYDBB12A6D4F7D81,4780,7
SOGRUJA12AB01859FF,3200,10
SOGRUJA12AB01859FF,4272,6
SOGRUJA12AB01859FF,6749,10
SOOSYTN12A8C13F55B,2127,6
SOOSYTN12A8C13F55B,5380,10
SOOSYTN12A8C13F55B,7784,6
SOZAXOL12AB017E467,1079,6
SOZAXOL12AB017E467,2063,8
SOZAXOL12AB017E467,4969,8
SOLCRKR12AC96184F8,2659,8
SOLCRKR12AC96184F8,5311,9
SOLCRKR12AC96184F8,6771,8
SOYQKVM12A8C137ED7,173,6
SOYQKVM12A8C137ED7,2722,9
SOYQKVM12A8C137ED7,3782,8
SOQYBYY12AB01823A2,1881,9
SOQYBYY12AB01823A2,4195,8
SOQYBYY12AB01823A2,5004,9
SOPPJYP12AB0185DA2,2884,9
SOPPJYP12AB0185DA2,5257,10
SOPPJYP12AB0185DA2,7823,10
SOKYXSZ12A6D4F6E92,1762,6
SOKYXSZ12A6D4F6E92,2959,10
SOKYXSZ12A6D4F6E92,4195,6
SOCFQLH12AF72A942D,3060,9
SOCFQLH12AF72A942D,4809,9
SOCFQLH12AF72A942D,5638,6
SOSNQQX12AF729C44C,2622,9
SOSNQQX12AF729C44C,4331,7
SOSNQQX12AF729C44C,6867,6
SOUMJJC12A6701F4B0,1838,9
SOUMJJC12A6701F4B0,4660,6
SOUMJJC12A6701F4B0,6662,9
SORTYID12A8C139D86,195,9
SORTYID12A8C139D86,2681,6
SORTYID12A8C139D86,3950,6
SOQKKCG12AB017D5C4,2808,6
SOQKKCG12AB017D5C4,2945,8
SOQKKCG12AB017D5C4,4558,8
SOOFFTS12AB018A83C,1391,8
SOOFFTS12AB018A83C,1721,10
SOOFFTS12AB018A83C,3941,6
SOTKYKL12A8AE45B28,3229,6
SOTKYKL12A8AE45B28,3623,10
SOTKYKL12A8AE45B28,6415,6
SOCDRKE12A8C13BF47,3156,8
SOCDRKE12A8C13BF47,4294,10
SOCDRKE12A8C13BF47,7578,6
SOXCKCV12A6D4F8F1F,1956,6
SOXCKCV12A6D4F8F1F,4046,9
SOXCKCV12A6D4F8F1F,4232,10
SOVHLHV12AB018930B,2171,7
SOVHLHV12AB018930B,3450,7
SOVHLHV12AB018930B,5493,8
SOOEDPH12A6310E02B,640,10
SOOEDPH12A6310E02B,695,8
SOOEDPH12A6310E02B,3104,9
SOBVPYI12AB018623E,297,7
SOBVPYI12AB018623E,399,9
SOBVPYI12AB018623E,1280,9
SOVMXIC12A8C13CC28,1572,10
SOVMXIC12A8C13CC28,4302,7
SOVMXIC12A8C13CC28,7304,9
SOFYIQI12A6D4F8D85,2522,10
SOFYIQI12A6D4F8D85,2584,8
SOFYIQI12A6D4F8D85,3502,8
SOOJFKG12A8C1334E6,2745,9
SOOJFKG12A8C1334E6,5182,9
SOOJFKG12A8C1334E6,7195,10
SOGHCFG12A8C13B254,2205,6
SOGHCFG12A8C13B254,3419,9
SOGHCFG12A8C13B254,5603,8
SOOVFAZ12A8C134EEB,2152,9
SOOVFAZ12A8C134EEB,4591,6
SOOVFAZ12A8C134EEB,6787,8
SOCWUXY12A58A7F1E8,1000,7
SOCWUXY12A58A7F1E8,1458,9
SOCWUXY12A58A7F1E8,1547,6
SOYIZYC12AB01833BF,613,9
SOYIZYC12AB01833BF,1898,9
SOYIZYC12AB01833BF,2801,9
SOSCMUV12A8AE49448,2861,10
SOSCMUV12A8AE49448,3130,7
SOSCMUV12A8AE49448,3371,8
SOTALBJ12AB017D609,1028,10
SOTALBJ12AB017D609,1123,10
SOTALBJ12AB017D609,1526,10
SOFUCUZ12A6D4F9EDA,2301,10
SOFUCUZ12A6D4F9EDA,5059,7
SOFUCUZ12A6D4F9EDA,5832,8
SOTTMXT12AF72A1B42,1868,6
SOTTMXT12AF72A1B42,2042,10
SOTTMXT12AF72A1B42,2956,10
SOQVJZI12AB018520D,2519,6
SOQVJZI12AB018520D,4144,7
SOQVJZI12AB018520D,5619,10
SORZUVX12AB017BDCB,1600,7
SORZUVX12AB017BDCB,3088,6
SORZUVX12AB017BDCB,4530,7
SOQMWJG12A6701E1AC,1160,10
SOQMWJG12A6701E1AC,2728,9
SOQMWJG12A6701E1AC,3472,7
SOKKXUI12A58A7A79C,243,8
SOKKXUI12A58A7A79C,2306,10
SOKKXUI12A58A7A79C,3013,10
SOLQLGL12A8C138380,1571,9
SOLQLGL12A8C138380,3755,8
SOLQLGL12A8C138380,6092,8
SOFIFUK12A8C1393F8,1386,6
SOFIFUK12A8C1393F8,4434,10
SOFIFUK12A8C1393F8,7685,6
SOCRNKC12A6D4FAE9D,3227,8
SOCRNKC12A6D4FAE9D,5471,9
SOCRNKC12A6D4FAE9D,8777,8
SOGVWMA12A8C1379BA,332,10
SOGVWMA12A8C1379BA,2061,9
SOGVWMA12A8C1379BA,2391,9
SOWOAVJ12A6D4F43C6,2685,10
SOWOAVJ12A6D4F43C6,4186,9
SOWOAVJ12A6D4F43C6,6832,10
SOZVTQM12CF5F88285,1850,10
SOZVTQM12CF5F88285,4871,10
SOZVTQM12CF5F88285,7015,6
SOTOPUU12A6D4FAA58,3291,9
SOTOPUU12A6D4FAA58,6223,6
