ArtistID,ArtistName,ArtistTag
"ARL5BEN1187B98E4D9","Jah Cure","hip hop rnb and dance hall"
"ARL5BEN1187B98E4D9","Jah Cure","reggae"
"AR2G8SU1187FB4A871","James Carter","jazz and blues"
"AR25WM21187FB461B3","Francis Lai","soundtrack composer"
"AR25WM21187FB461B3","Francis Lai","french"
"AR25WM21187FB461B3","Francis Lai","production music"
"ARDK6QW1187B9B8D85","UK Subs","uk"
"ARDK6QW1187B9B8D85","UK Subs","punk"
"ARDK6QW1187B9B8D85","UK Subs","london"
"ARDK6QW1187B9B8D85","UK Subs","england"
"ARDK6QW1187B9B8D85","UK Subs","classic pop and rock"
"ARJ1BWM1187B9B117B","Embrace the End","american"
"ARJ1BWM1187B9B117B","Embrace the End","metalcore"
"ARJ1BWM1187B9B117B","Embrace the End","metal"
"ARHTV1S1187FB547F8","Marc Perrone","production music"
"ARB45GQ1187B98D2B4","DeGarmo & Key","christian rock"
"ARZRCCP11F50C5165F","Los Tres Diamantes","60s"
"ARZRCCP11F50C5165F","Los Tres Diamantes","mexico"
"ARZRCCP11F50C5165F","Los Tres Diamantes","50s"
"ARZRCCP11F50C5165F","Los Tres Diamantes","latin"
"ARZRCCP11F50C5165F","Los Tres Diamantes","bolero"
"ARCF06I1187B995398","K-OS","hip-hop"
"ARCF06I1187B995398","K-OS","canadian hip-hop"
"ARCF06I1187B995398","K-OS","alternative rap"
"ARCF06I1187B995398","K-OS","canada"
"ARCF06I1187B995398","K-OS","canadian"
"ARCF06I1187B995398","K-OS","singer"
"ARCF06I1187B995398","K-OS","rapper"
"ARCF06I1187B995398","K-OS","hip hop"
"ARCF06I1187B995398","K-OS","producer"
"ARVML631187B99E90D","The B-52's","classic pop and rock"
"ARVML631187B99E90D","The B-52's","united states"
"ARSG7NQ1187FB57482","Fall Out Boy","pop rock"
"ARSG7NQ1187FB57482","Fall Out Boy","pop punk"
"ARSG7NQ1187FB57482","Fall Out Boy","pop and chart"
"ARSG7NQ1187FB57482","Fall Out Boy","post-emo"
"ARSG7NQ1187FB57482","Fall Out Boy","emo-pop"
"ARNFTGS1187B9A465F","Bedwetters","los angeles"
"ARNFTGS1187B9A465F","Bedwetters","punk"
"ARNFTGS1187B9A465F","Bedwetters","usa"
"ARNFTGS1187B9A465F","Bedwetters","classic hardcore punk"
"ARNFTGS1187B9A465F","Bedwetters","hardcore punk"
"ARNFTGS1187B9A465F","Bedwetters","california punk"
"ARNFTGS1187B9A465F","Bedwetters","california"
"ARNFTGS1187B9A465F","Bedwetters","classic punk"
"ARJA5XT1187B9B89AA","David Tao","taiwanese"
"ARJA5XT1187B9B89AA","David Tao","hong kong"
"ARJA5XT1187B9B89AA","David Tao","mandarin"
"ARJA5XT1187B9B89AA","David Tao","chinese"
"ARJA5XT1187B9B89AA","David Tao","production music"
"ARASYMJ1187B9ACAF2","Whitesnake","british"
"ARASYMJ1187B9ACAF2","Whitesnake","heavy metal"
"ARASYMJ1187B9ACAF2","Whitesnake","hard rock"
"ARASYMJ1187B9ACAF2","Whitesnake","blues rock"
"ARASYMJ1187B9ACAF2","Whitesnake","blues"
"ARASYMJ1187B9ACAF2","Whitesnake","deep purple family"
"ARASYMJ1187B9ACAF2","Whitesnake","uk"
"ARASYMJ1187B9ACAF2","Whitesnake","english"
"ARASYMJ1187B9ACAF2","Whitesnake","rock"
"ARASYMJ1187B9ACAF2","Whitesnake","glam metal"
"ARASYMJ1187B9ACAF2","Whitesnake","metal"
"ARASYMJ1187B9ACAF2","Whitesnake","70s"
"ARASYMJ1187B9ACAF2","Whitesnake","classic pop and rock"
"ARASYMJ1187B9ACAF2","Whitesnake","hairmetal"
"ARASYMJ1187B9ACAF2","Whitesnake","80s"
"ARASYMJ1187B9ACAF2","Whitesnake","glam rock"
"ARY1VGA1187FB5A39E","Tom Cochrane","country"
"ARY1VGA1187FB5A39E","Tom Cochrane","rock"
"ARY1VGA1187FB5A39E","Tom Cochrane","canadian"
"ARUP17W1187B98CAB9","Charlie Byrd / Laurindo Almeida","swing"
"ARUP17W1187B98CAB9","Charlie Byrd / Laurindo Almeida","bossa nova"
"ARUP17W1187B98CAB9","Charlie Byrd / Laurindo Almeida","latin jazz"
"ARUP17W1187B98CAB9","Charlie Byrd / Laurindo Almeida","brazilian"
"ARUP17W1187B98CAB9","Charlie Byrd / Laurindo Almeida","jazz"
"ARUP17W1187B98CAB9","Charlie Byrd / Laurindo Almeida","american"
"ARUP17W1187B98CAB9","Charlie Byrd / Laurindo Almeida","brazilian jazz"
"AR05NQH1187B98E875","Kassav'","90s"
"AR05NQH1187B98E875","Kassav'","zouk"
"AR05NQH1187B98E875","Kassav'","80s"
"ARE8RCR1187B996BF2","BeauSoleil","zydeco"
"ARE8RCR1187B996BF2","BeauSoleil","american"
"ARE8RCR1187B996BF2","BeauSoleil","cajun"
"ARMBTFC1187FB56343","Korn","american"
"ARMBTFC1187FB56343","Korn","nu metal"
"ARMBTFC1187FB56343","Korn","metal"
"ARMBTFC1187FB56343","Korn","nu-metal"
"ARMBTFC1187FB56343","Korn","new metal"
"ARMBTFC1187FB56343","Korn","alternative metal"
"ARMBTFC1187FB56343","Korn","united states"
"ARMBTFC1187FB56343","Korn","industrial metal"
"AR342K51187B98B571","Olivier Messiaen","classical"
"AR342K51187B98B571","Olivier Messiaen","french"
"AR342K51187B98B571","Olivier Messiaen","european"
"ARRJNTE1187FB44E12","Casiotone For The Painfully Alone","dance and electronica"
"ARXWAQQ1187B9AE954","Redman / Hurricane G / Melanie Rutherford","soul and reggae"
"ARXWAQQ1187B9AE954","Redman / Hurricane G / Melanie Rutherford","new york"
"ARXWAQQ1187B9AE954","Redman / Hurricane G / Melanie Rutherford","us"
"ARXWAQQ1187B9AE954","Redman / Hurricane G / Melanie Rutherford","american"
"ARXWAQQ1187B9AE954","Redman / Hurricane G / Melanie Rutherford","hip-hop"
"ARXWAQQ1187B9AE954","Redman / Hurricane G / Melanie Rutherford","rap"
"ARPISA41187FB3DE42","Humble Pie","classic pop and rock"
"ARPISA41187FB3DE42","Humble Pie","classic rock"
"ARSF0K11187B9AF319","James Taylor","production music"
"ARB1CNO1187FB4CE93","45 Grave","los angeles"
"ARB1CNO1187FB4CE93","45 Grave","punk"
"ARB1CNO1187FB4CE93","45 Grave","california"
"ARB1CNO1187FB4CE93","45 Grave","usa"
"AR2EO6H1187B9A3B92","Brian Tyler","easy listening soundtracks and musicals"
"AR2EO6H1187B9A3B92","Brian Tyler","composer"
"ARBFCK11187FB4C89B","Brian Eno And David Byrne","classic pop and rock"
"ARS8WH31187B9B8B04","Edu Lobo","brazilian"
"ARDSWIE1187FB39056","Gang Starr","hip hop rnb and dance hall"
"ARDSWIE1187FB39056","Gang Starr","hip hop"
"ARLIIVS1187FB5583B","Philip Glass","soundtrack"
"ARLIIVS1187FB5583B","Philip Glass","classical"
"ARLIIVS1187FB5583B","Philip Glass","american"
"ARLIIVS1187FB5583B","Philip Glass","opera"
"ARLIIVS1187FB5583B","Philip Glass","easy listening soundtracks and musicals"
"ART8F8O1187B9A538D","Herbert Von Karajan","karajan"
"ART8F8O1187B9A538D","Herbert Von Karajan","german"
"ARN3O411187FB4D859","Stephan Micus","german"
"ARGP7WY1187FB45464","Edmond Leung","cantopop"
"ARGP7WY1187FB45464","Edmond Leung","cantonese"
"ARGP7WY1187FB45464","Edmond Leung","hong kong"
"ARGP7WY1187FB45464","Edmond Leung","chinese"
"AR9ILJF1187B9B80ED","Gabriel Yared","lebanese"
"AR9ILJF1187B9B80ED","Gabriel Yared","soundtrack composer"
"AR9ILJF1187B9B80ED","Gabriel Yared","soundtrack"
"ART8F8O1187B9A538D","Herbert Von Karajan","karajan"
"ART8F8O1187B9A538D","Herbert Von Karajan","german"
"ARDF8K01187FB37200","Wolfmother","rock and indie"
"ARJ7KF01187B98D717","Coldplay","british"
"ARJ7KF01187B98D717","Coldplay","uk"
"ARJ7KF01187B98D717","Coldplay","alternative rock"
"ARJ7KF01187B98D717","Coldplay","piano pop"
"ARJ7KF01187B98D717","Coldplay","parlophone"
"ARJ7KF01187B98D717","Coldplay","english"
"ARJ7KF01187B98D717","Coldplay","piano rock"
"ARJ7KF01187B98D717","Coldplay","britannique"
"ARJ7KF01187B98D717","Coldplay","rock and indie"
"ARJ7KF01187B98D717","Coldplay","united kingdom"
"ARJ7KF01187B98D717","Coldplay","pop rock"
"ARJ7KF01187B98D717","Coldplay","rock"
"ARZH3SW1187B98C96E","Onyx","hip hop rnb and dance hall"
"ARZH3SW1187B98C96E","Onyx","hip hop"
"ARJ2PMY1187FB5B563","Burning Spear","reggae"
"ARJ2PMY1187FB5B563","Burning Spear","classic pop and rock"
"ARIZODP1187B9AD272","Bryan Ferry","british"
"ARIZODP1187B9AD272","Bryan Ferry","english"
"ARIZODP1187B9AD272","Bryan Ferry","classic pop and rock"
"ARIZODP1187B9AD272","Bryan Ferry","male vocalists"
"ARIZODP1187B9AD272","Bryan Ferry","70s"
"ARIZODP1187B9AD272","Bryan Ferry","rock"
"ARIZODP1187B9AD272","Bryan Ferry","00s"
"ARIZODP1187B9AD272","Bryan Ferry","90s"
"ARIZODP1187B9AD272","Bryan Ferry","uk"
"ARIZODP1187B9AD272","Bryan Ferry","80s"
"ARAHQDS1187FB55275","Maysa","brazilian"
"AREGV3K1187B9AF614","Mötley Crüe","rock and indie"
"ARONPP01187B995FB5","Cockney Rejects","uk"
"ARONPP01187B995FB5","Cockney Rejects","punk"
"ARONPP01187B995FB5","Cockney Rejects","oi"
"ARONPP01187B995FB5","Cockney Rejects","london"
"ARONPP01187B995FB5","Cockney Rejects","england"
"ARONPP01187B995FB5","Cockney Rejects","classic pop and rock"
"ARG3UX61187B9AC05A","D.O.W.N.","metal"
"ARG3UX61187B9AC05A","D.O.W.N.","rock and indie"
"ARZEA421187FB5B5BA","Lee Michaels","los angeles"
"ARZEA421187FB5B5BA","Lee Michaels","american"
"AREV2491187B9B017E","Mobb Deep","new york"
"AREV2491187B9B017E","Mobb Deep","us"
"AREV2491187B9B017E","Mobb Deep","hip-hop"
"AREV2491187B9B017E","Mobb Deep","rap"
"AREV2491187B9B017E","Mobb Deep","hip hop rnb and dance hall"
"ARFVYJI1187B9B8E13","Pearl Jam","grunge"
"ARFVYJI1187B9B8E13","Pearl Jam","rock"
"ARFVYJI1187B9B8E13","Pearl Jam","seattle"
"ARFVYJI1187B9B8E13","Pearl Jam","alternative rock"
"ARFVYJI1187B9B8E13","Pearl Jam","american"
"ARFVYJI1187B9B8E13","Pearl Jam","hard rock"
"ARFVYJI1187B9B8E13","Pearl Jam","rock and indie"
"ARVXKTV1187FB44139","Arsonists Get All The Girls","mathcore"
"ARVXKTV1187FB44139","Arsonists Get All The Girls","grindcore"
"ARVXKTV1187FB44139","Arsonists Get All The Girls","sucky"
"ARVXKTV1187FB44139","Arsonists Get All The Girls","experimental"
"ARVXKTV1187FB44139","Arsonists Get All The Girls","american"
"ARVXKTV1187FB44139","Arsonists Get All The Girls","metal"
"ARMIMHT1187B98F038","Teena Marie","funk"
"ARMIMHT1187B98F038","Teena Marie","rnb"
"ARMIMHT1187B98F038","Teena Marie","urban contemporary"
"ARMIMHT1187B98F038","Teena Marie","rock"
"ARMIMHT1187B98F038","Teena Marie","american"
"ARMIMHT1187B98F038","Teena Marie","dance-pop"
"ARMIMHT1187B98F038","Teena Marie","soul and reggae"
"ARALUUG1187FB58696","Irma Thomas","classic pop and rock"
"ARX9YIP1187B98A656","RUN-DMC","hip-hop"
"ARX9YIP1187B98A656","RUN-DMC","rock and indie"
"ARX9YIP1187B98A656","RUN-DMC","hip hop"
"ARX9YIP1187B98A656","RUN-DMC","rap"
"ARY53RR1187B9AE485","Avril Lavigne","rock"
"ARY53RR1187B9AE485","Avril Lavigne","pop and chart"
"ARY53RR1187B9AE485","Avril Lavigne","canada"
"ARY53RR1187B9AE485","Avril Lavigne","post-grunge"
"ARY53RR1187B9AE485","Avril Lavigne","pop rock"
"ARY53RR1187B9AE485","Avril Lavigne","alternative rock"
"ARY53RR1187B9AE485","Avril Lavigne","punk"
"AR6U6C51187B9B6F68","Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt","classical"
"ARINXZA1187FB56902","Remi Nicole","rock and indie"
"ARJ7SQ31187B9AF432","Billy Bragg","british"
"ARJ7SQ31187B9AF432","Billy Bragg","folk-rock"
"ARJ7SQ31187B9AF432","Billy Bragg","rock"
"ARJ7SQ31187B9AF432","Billy Bragg","anti-folk"
"ARJ7SQ31187B9AF432","Billy Bragg","uk"
"ARJ7SQ31187B9AF432","Billy Bragg","english"
"ARJ7SQ31187B9AF432","Billy Bragg","classic pop and rock"
"ARJ7SQ31187B9AF432","Billy Bragg","alternative rock"
"ARJ7SQ31187B9AF432","Billy Bragg","folk"
"ARFT5CP1187FB50263","Junior Jack","italian"
"ARFT5CP1187FB50263","Junior Jack","belgian"
"ARFT5CP1187FB50263","Junior Jack","european"
"ARFT5CP1187FB50263","Junior Jack","dance and electronica"
"ARH861H1187B9B799E","Johnny Cash","country"
"ARH861H1187B9B799E","Johnny Cash","folk"
"ARH861H1187B9B799E","Johnny Cash","american"
"ARH861H1187B9B799E","Johnny Cash","blues"
"ARH861H1187B9B799E","Johnny Cash","rock and roll"
"ARH861H1187B9B799E","Johnny Cash","gospel"
"ARH861H1187B9B799E","Johnny Cash","favorite"
"ARH861H1187B9B799E","Johnny Cash","rock"
"AR9YWMS1187FB43A34","Dinosaur Jr.","rock and indie"
"ARXB7B21187B98BEF0","Marisela","latin"
"ARXB7B21187B98BEF0","Marisela","pop"
"AREUYDJ1187B9BA040","Krystof","czech"
"AREENKN1187B98F35D","Plasmatics","punk"
"AREENKN1187B98F35D","Plasmatics","usa"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","madchester"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","english"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","indie"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","uk"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","rock"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","rock and indie"
"AR9AM2N1187B9AD2F1","Inspiral Carpets","british"
"ARG09R51187FB4D5C2","Bryan White","country"
"ARMPQIE1187FB3D4EB","Bounty Killer","hip hop rnb and dance hall"
"AR3TITY1187B99E790","Gyptian","hip hop rnb and dance hall"
"ARXGASQ1187FB3C727","Camp Lo","hip hop rnb and dance hall"
"ARALP6I1187B989E27","The Shirelles","american"
"ARALP6I1187B989E27","The Shirelles","rnb"
"ARALP6I1187B989E27","The Shirelles","soul"
"ARALP6I1187B989E27","The Shirelles","pop"
"ARJ2PMY1187FB5B563","Burning Spear","reggae"
"ARJ2PMY1187FB5B563","Burning Spear","classic pop and rock"
"ARSW5F51187FB4CFC9","Alice In Chains","grunge"
"ARSW5F51187FB4CFC9","Alice In Chains","alternative metal"
"ARSW5F51187FB4CFC9","Alice In Chains","hard rock"
"ARSW5F51187FB4CFC9","Alice In Chains","rock"
"ARSW5F51187FB4CFC9","Alice In Chains","metal"
"ARSW5F51187FB4CFC9","Alice In Chains","américain"
"ARSW5F51187FB4CFC9","Alice In Chains","usa"
"ARSW5F51187FB4CFC9","Alice In Chains","heavy metal"
"ARSW5F51187FB4CFC9","Alice In Chains","american"
"ARANIJI11F4C83EFD2","Toots & The Maytals","reggae"
"ARANIJI11F4C83EFD2","Toots & The Maytals","rocksteady"
"ARANIJI11F4C83EFD2","Toots & The Maytals","rock"
"ARANIJI11F4C83EFD2","Toots & The Maytals","ska"
"ARANIJI11F4C83EFD2","Toots & The Maytals","jamaican"
"ARANIJI11F4C83EFD2","Toots & The Maytals","soul and reggae"
"ARUYVDC12086C11D5C","Fever Ray","sverige"
"AR2UQQ51187B9AC816","Gipsy Kings","classic pop and rock"
"AR2UQQ51187B9AC816","Gipsy Kings","folk"
"AR0CDSK1187FB52ED6","Asleep At The Wheel","folk"
"ARDDWUI1187FB379F7","Amoral","finnish"
"ARWAPYC1187FB3FCAF","S.U.P","french"
"ARWAPYC1187FB3FCAF","S.U.P","french metal"
"ARWAPYC1187FB3FCAF","S.U.P","metal"
"ARPQ4Z01187FB3A736","Butthole Surfers","texas"
"ARPQ4Z01187FB3A736","Butthole Surfers","san antonio"
"ARPQ4Z01187FB3A736","Butthole Surfers","punk"
"ARPQ4Z01187FB3A736","Butthole Surfers","usa"
"ARS86AJ1187B9B4225","Janis Joplin","american"
"ARS86AJ1187B9B4225","Janis Joplin","psychedelic rock"
"ARS86AJ1187B9B4225","Janis Joplin","rock"
"ARS86AJ1187B9B4225","Janis Joplin","acid rock"
"ARS86AJ1187B9B4225","Janis Joplin","blues rock"
"ARS86AJ1187B9B4225","Janis Joplin","classic pop and rock"
"ARS86AJ1187B9B4225","Janis Joplin","hard rock"
"ARS86AJ1187B9B4225","Janis Joplin","folk"
"AR0KBXO1187B996460","Slipknot","punk"
"AR0KBXO1187B996460","Slipknot","usa"
"AR0KBXO1187B996460","Slipknot","connecticut"
"AR0KBXO1187B996460","Slipknot","new haven"
"AR9LJ9D1187FB4303D","Sean Kingston","pop and chart"
"ARE36MM1187B991E50","Blind Lemon Jefferson","blues"
"ARE36MM1187B991E50","Blind Lemon Jefferson","american"
"AR9HNKW1187FB57EC6","Mei Chi Chiang","mandarin"
"AR9HNKW1187FB57EC6","Mei Chi Chiang","taiwanese"
"AR9HNKW1187FB57EC6","Mei Chi Chiang","chinese"
"AR9ILJF1187B9B80ED","Gabriel Yared","lebanese"
"AR9ILJF1187B9B80ED","Gabriel Yared","soundtrack composer"
"AR9ILJF1187B9B80ED","Gabriel Yared","soundtrack"
"ARDVZTE1187FB5A0A1","Bon Jovi","hard rock"
"ARDVZTE1187FB5A0A1","Bon Jovi","rock"
"ARDVZTE1187FB5A0A1","Bon Jovi","glam metal"
"ARDVZTE1187FB5A0A1","Bon Jovi","metal"
"ARDVZTE1187FB5A0A1","Bon Jovi","american"
"ARDVZTE1187FB5A0A1","Bon Jovi","pop and chart"
"ARH1LE01187B98D68D","John Debney","american"
"ARH1LE01187B98D68D","John Debney","soundtrack"
"AR8B1WY1187FB38366","Rakim","us"
"AR8B1WY1187FB38366","Rakim","hiphop"
"AR8B1WY1187FB38366","Rakim","hip hop"
"ARB29H41187B98F0EF","Terry Callier","classic pop and rock"
"AR0V36F1187FB366B1","The Chieftains","folk"
"AR0V36F1187FB366B1","The Chieftains","celtic"
"AR0V36F1187FB366B1","The Chieftains","irish folk"
"AR0V36F1187FB366B1","The Chieftains","irish"
"AR0V36F1187FB366B1","The Chieftains","breton"
"ARJBWQI1187B9B17D1","Trivium","thrash metal"
"ARJBWQI1187B9B17D1","Trivium","metalcore"
"ARJBWQI1187B9B17D1","Trivium","metal"
"ARWZE8O1187B9B8480","Elmer Bernstein","classical"
"ARWZE8O1187B9B8480","Elmer Bernstein","american"
"ARWZE8O1187B9B8480","Elmer Bernstein","soundtrack"
"ARWZE8O1187B9B8480","Elmer Bernstein","easy listening soundtracks and musicals"
"ARWZE8O1187B9B8480","Elmer Bernstein","check it"
"ARW1DZQ1187B9A18E0","Vusi Mahlasela","folk"
"ARRJNTE1187FB44E12","Casiotone For The Painfully Alone","dance and electronica"
"AROATPL1187FB48E12","UFO","latvian"
"AR2B8ON1187FB58456","Marcelo Radulovich","czechoslovakia"
"ARH1LE01187B98D68D","John Debney","american"
"ARH1LE01187B98D68D","John Debney","soundtrack"
"AR3JMC51187B9AE49D","Backstreet Boys","american"
"AR3JMC51187B9AE49D","Backstreet Boys","pop"
"AR3JMC51187B9AE49D","Backstreet Boys","boy band"
"AR3JMC51187B9AE49D","Backstreet Boys","boy group"
"AR3JMC51187B9AE49D","Backstreet Boys","pop and chart"
"ARZXYRK1187B99E432","John Stevens","jazz and blues"
"ARTML781187B9AF080","Neeme Jarvi","conductor"
"ARL3VGT1187FB40E8E","Los Fabulosos Cadillacs","ska"
"ARL3VGT1187FB40E8E","Los Fabulosos Cadillacs","latin"
"ARL3VGT1187FB40E8E","Los Fabulosos Cadillacs","argentina"
"ARCT5P61187FB3D950","The Impressions","rock and indie"
"AR5LE4K1187FB4C3BE","John Hiatt","classic pop and rock"
"AR5LE4K1187FB4C3BE","John Hiatt","folk"
"AR5LE4K1187FB4C3BE","John Hiatt","blues"
"ARH0Z131187B9B69E9","Kool Moe Dee","hip hop"
"ARDPTGD1187B9AD361","Brand X","fusion"
"ARDPTGD1187B9AD361","Brand X","jazz fusion"
"ARDPTGD1187B9AD361","Brand X","classic pop and rock"
"ARTDQRC1187FB4EFD4","Black Eyed Peas","pop and chart"
"ARTDQRC1187FB4EFD4","Black Eyed Peas","pop"
"ARTDQRC1187FB4EFD4","Black Eyed Peas","will i am"
"ARTDQRC1187FB4EFD4","Black Eyed Peas","fergie"
"ARTDQRC1187FB4EFD4","Black Eyed Peas","united states"
"AROJ4RQ1187FB50102","Pinch feat. Rudey Lee","production music"
"ARXPPEY1187FB51DF4","Michael Jackson","pop"
"ARXPPEY1187FB51DF4","Michael Jackson","american"
"ARXPPEY1187FB51DF4","Michael Jackson","rnb"
"ARXPPEY1187FB51DF4","Michael Jackson","rock"
"ARXPPEY1187FB51DF4","Michael Jackson","dance-pop"
"ARXPPEY1187FB51DF4","Michael Jackson","new jack swing"
"ARXPPEY1187FB51DF4","Michael Jackson","soul"
"ARXPPEY1187FB51DF4","Michael Jackson","disco"
"ARXPPEY1187FB51DF4","Michael Jackson","cool"
"ARXPPEY1187FB51DF4","Michael Jackson","classic pop and rock"
"ARXPPEY1187FB51DF4","Michael Jackson","michael-jackson"
"ARXPPEY1187FB51DF4","Michael Jackson","united states"
"ARXPPEY1187FB51DF4","Michael Jackson","singer"
"ARXPPEY1187FB51DF4","Michael Jackson","parolier"
"ARXPPEY1187FB51DF4","Michael Jackson","compositeur"
"ARXPPEY1187FB51DF4","Michael Jackson","chanteur"
"ARXPPEY1187FB51DF4","Michael Jackson","lyricist"
"ARXPPEY1187FB51DF4","Michael Jackson","composer"
"ARXPPEY1187FB51DF4","Michael Jackson","usa"
"ARXPPEY1187FB51DF4","Michael Jackson","contemporary rnb"
"AR3USQW1187FB4A90D","Bebo Norman","contemporary christian"
"AR3USQW1187FB4A90D","Bebo Norman","ccm"
"AR3USQW1187FB4A90D","Bebo Norman","gospel"
"ARKQ6QN1187B9B016D","Photek","jungle"
"ARKQ6QN1187B9B016D","Photek","uk"
"ARKQ6QN1187B9B016D","Photek","english"
"ARKQ6QN1187B9B016D","Photek","drum and bass"
"ARKQ6QN1187B9B016D","Photek","british"
"ARYN2M61187B995BD6","Juanes","español"
"ARYN2M61187B995BD6","Juanes","colombia"
"AREDCT51187B9A6DA6","Alex Fong","chinese"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","south american"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","rock en español"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","rock"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","soundtrack"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","argentinian"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","easy listening soundtracks and musicals"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","argentina"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","español"
"ARM4J201187B9B8B3B","Gustavo Santaolalla","bajofondo"
"ARHKQGH1187B9A4DB4","In Extremo","german"
"ARJ5FD21187FB43F12","Mavado","hip hop rnb and dance hall"
"ARGYHUI1187B9AC2A5","Hanoi Rocks","classic pop and rock"
"ARGYHUI1187B9AC2A5","Hanoi Rocks","finnish"
"AR3TG3X1187FB4D577","Atari Teenage Riot","digital hardcore"
"AR3TG3X1187FB4D577","Atari Teenage Riot","german"
"AR3TG3X1187FB4D577","Atari Teenage Riot","hardcore punk"
"AR3TG3X1187FB4D577","Atari Teenage Riot","gabber"
"AR3TG3X1187FB4D577","Atari Teenage Riot","industrial"
"AR3TG3X1187FB4D577","Atari Teenage Riot","breakcore"
"AR3TG3X1187FB4D577","Atari Teenage Riot","electropunk"
"AR3TG3X1187FB4D577","Atari Teenage Riot","european"
"AR3TG3X1187FB4D577","Atari Teenage Riot","punk"
"AR3TG3X1187FB4D577","Atari Teenage Riot","germany"
"AR3TG3X1187FB4D577","Atari Teenage Riot","berlin"
"AR3TG3X1187FB4D577","Atari Teenage Riot","electro"
"AR3TG3X1187FB4D577","Atari Teenage Riot","hardcore techno"
"ARX9YIP1187B98A656","RUN-DMC","hip-hop"
"ARX9YIP1187B98A656","RUN-DMC","rock and indie"
"ARX9YIP1187B98A656","RUN-DMC","hip hop"
"ARX9YIP1187B98A656","RUN-DMC","rap"
"AR2H1J41187FB5C640","Danny Elfman","american"
"AR2H1J41187FB5C640","Danny Elfman","video game"
"AR2H1J41187FB5C640","Danny Elfman","soundtrack"
"AR2H1J41187FB5C640","Danny Elfman","film composer"
"AR2H1J41187FB5C640","Danny Elfman","singer"
"AR2H1J41187FB5C640","Danny Elfman","lyricist"
"AR2H1J41187FB5C640","Danny Elfman","united states"
"ARTHWIZ1187FB4258D","Frank Ifield","uk"
"ARTHWIZ1187FB4258D","Frank Ifield","australian"
"ARTHWIZ1187FB4258D","Frank Ifield","british"
"ARTHWIZ1187FB4258D","Frank Ifield","english"
"ARMB95F1187B9B5B93","Cam'Ron / Juelz Santana","hip hop rnb and dance hall"
"AREUYDJ1187B9BA040","Krystof","czech"
"AR7KA5V1187FB44E6B","The Del McCoury Band","folk"
"ARISHTQ1187FB3E6F0","Ben E. King","classic pop and rock"
"ARANIJI11F4C83EFD2","Toots & The Maytals","reggae"
"ARANIJI11F4C83EFD2","Toots & The Maytals","rocksteady"
"ARANIJI11F4C83EFD2","Toots & The Maytals","rock"
"ARANIJI11F4C83EFD2","Toots & The Maytals","ska"
"ARANIJI11F4C83EFD2","Toots & The Maytals","jamaican"
"ARANIJI11F4C83EFD2","Toots & The Maytals","soul and reggae"
"AREOGMA1187B9908EF","Hot Tuna","folk"
"AR2XI6G1187B9AE7DA","Fat Joe","hip hop rnb and dance hall"
"AROGAPH1187B98CF9C","Bénabar","french"
"AR2NJG71187FB5203E","Roni Size","bristol"
"AR2NJG71187FB5203E","Roni Size","rock and indie"
"AR2NJG71187FB5203E","Roni Size","drum and bass"
"AR2NJG71187FB5203E","Roni Size","british"
"ARDCQM61187B9951CE","Sneaky Sound System","house"
"ARDCQM61187B9951CE","Sneaky Sound System","dance"
"ARDCQM61187B9951CE","Sneaky Sound System","australian"
"ARDCQM61187B9951CE","Sneaky Sound System","electronic"
"ARDCQM61187B9951CE","Sneaky Sound System","pop"
"ARELFAE1187FB40D0A","Bally Sagoo","uk"
"ARELFAE1187FB40D0A","Bally Sagoo","asian"
"ARELFAE1187FB40D0A","Bally Sagoo","british asian"
"ARELFAE1187FB40D0A","Bally Sagoo","british"
"ARELFAE1187FB40D0A","Bally Sagoo","english"
"ARD842G1187B997376","Blue Rodeo","canadian"
"ARD842G1187B997376","Blue Rodeo","country rock"
"ARD842G1187B997376","Blue Rodeo","rock"
"ARD842G1187B997376","Blue Rodeo","folk"
"ARODBRG1187FB3FD99","Nick Cave & The Bad Seeds","seen live"
"ARODBRG1187FB3FD99","Nick Cave & The Bad Seeds","rock and indie"
"ARODBRG1187FB3FD99","Nick Cave & The Bad Seeds","alternative"
"ARODBRG1187FB3FD99","Nick Cave & The Bad Seeds","australia"
"AR022JO1187B99587B","Ross","production music"
"AR3THYK1187B999F1F","João Gilberto / Gilberto Gil / Caetano Veloso","brazilian"
"AR3THYK1187B999F1F","João Gilberto / Gilberto Gil / Caetano Veloso","south american"
"AR3THYK1187B999F1F","João Gilberto / Gilberto Gil / Caetano Veloso","brazilian classics player"
